horizon,auc,ci_lo,ci_hi
t+1,0.7158848158591814,0.6346052480700078,0.7932913836195847
t+2,0.7091593245227606,0.6306260922779153,0.7848001512956703
t+3,0.7661640156992358,0.6897266221103336,0.8321628086907094
