horizon,auc,ci_lo,ci_hi
t+1,0.7615995898487566,0.687947286453384,0.823224901962377
t+2,0.7276982378854626,0.6565743745665692,0.7954291219208
t+3,0.7297046064862631,0.6658842240370498,0.799673616680032
t+4,0.6857078853046595,0.6039246272586187,0.7579240620099654
t+5,0.6702772404900064,0.5919886184477033,0.7474475308641975
