horizon,auc,ci_lo,ci_hi
t+1,0.7489532598479023,0.678150857756712,0.8149650178873029
t+2,0.7019089574155654,0.6257280598189688,0.7697389922587511
t+3,0.7174137574881223,0.6488170167905983,0.7847576657276614
t+4,0.6855958781362007,0.6111568986568986,0.7518544382371197
t+5,0.6323662153449388,0.5534233400082951,0.7085735121310569
