horizon,auc,ci_lo,ci_hi
t+1,0.7605742117405794,0.6859796747967479,0.8274668797953963
t+2,0.7366923641703377,0.6623907649661673,0.8040619138624613
t+3,0.7426151621565792,0.6706291008337978,0.8145446330190844
