epoch,train_loss,val_loss,val_auc_t+1,val_ap_t+1,val_sensitivity_t+1,val_specificity_t+1,val_auc_t+2,val_ap_t+2,val_sensitivity_t+2,val_specificity_t+2,val_auc_t+3,val_ap_t+3,val_sensitivity_t+3,val_specificity_t+3
1,1.0974782208783578,1.218737140907387,0.6985645933014354,0.26304538524034404,0.6578947368421053,0.6555023923444976,0.7170181968569065,0.3662443633280796,0.5384615384615384,0.7311827956989247,0.7160060975609757,0.4339648202496506,0.55,0.7317073170731707
2,0.9994569393886897,1.1847676995442853,0.7130445731553765,0.27326613246843395,0.7105263157894737,0.6220095693779905,0.72808105872622,0.36917315011039575,0.6923076923076923,0.6827956989247311,0.7283536585365854,0.4332095261931015,0.65,0.6890243902439024
3,0.9440884044318846,1.157198995015517,0.7239989926970537,0.286819616093186,0.6842105263157895,0.6267942583732058,0.7404880066170388,0.37791753782253296,0.6923076923076923,0.6881720430107527,0.7397357723577236,0.4326559600555075,0.6666666666666666,0.6951219512195121
4,0.8968659162666917,1.1657793629068582,0.7291614202971544,0.3298898784062905,0.7105263157894737,0.6411483253588517,0.7319065343258891,0.360499917234979,0.7115384615384616,0.6666666666666666,0.7270325203252033,0.4188816864521257,0.7166666666666667,0.6829268292682927
5,0.8473333596582815,1.178982576042708,0.7231176026189876,0.3115930012152882,0.7105263157894737,0.569377990430622,0.7192928039702233,0.35698684162097155,0.7692307692307693,0.5752688172043011,0.707520325203252,0.4096481157004558,0.7333333333333333,0.5975609756097561
6,0.7907490954803751,1.220639672051532,0.7287836816922689,0.2951887861178747,0.6842105263157895,0.6507177033492823,0.7342845326716294,0.36879640457853974,0.6923076923076923,0.6720430107526881,0.715650406504065,0.41605258189798877,0.7,0.7073170731707317
7,0.7434309372935394,1.2203134223923864,0.7253840342483002,0.28956871773218185,0.7105263157894737,0.6028708133971292,0.7224979321753515,0.36222707708809004,0.7115384615384616,0.6129032258064516,0.7031504065040651,0.4111781585877915,0.7166666666666667,0.6463414634146342
8,0.6962317093588203,1.240577136764069,0.7168219592042306,0.27623358199752396,0.7631578947368421,0.583732057416268,0.7090570719602978,0.36452920851691817,0.75,0.5752688172043011,0.6822154471544715,0.40216661841576395,0.7,0.6097560975609756
9,0.643084156867094,1.3171921129875694,0.715311004784689,0.2743123159781596,0.7105263157894737,0.6411483253588517,0.7132961124896608,0.3645366472178344,0.6538461538461539,0.6451612903225806,0.6815040650406503,0.4034802144379461,0.65,0.6524390243902439
10,0.5927688678469559,1.3710585511663904,0.7101485771845883,0.2766975693969919,0.6842105263157895,0.6602870813397129,0.7150537634408602,0.3682147613962213,0.5961538461538461,0.6451612903225806,0.6810975609756097,0.40546287290398647,0.6,0.6707317073170732
11,0.5316320034437637,1.5101666425279905,0.7132963988919667,0.2733706239136042,0.5526315789473685,0.7081339712918661,0.7260132340777503,0.37637821208144845,0.5576923076923077,0.7096774193548387,0.6797764227642276,0.3994962132956543,0.5166666666666667,0.7073170731707317
12,0.497632461166753,1.5380319524109785,0.7066230168723244,0.26798963251182695,0.6052631578947368,0.6985645933014354,0.7066790736145574,0.3602668413303204,0.5576923076923077,0.6720430107526881,0.6702235772357724,0.3919137872215684,0.55,0.6829268292682927
13,0.45940752061350004,1.573028207329668,0.7018383278771091,0.26284866887466657,0.5263157894736842,0.6842105263157895,0.7142266335814722,0.36671690404463136,0.5769230769230769,0.7096774193548387,0.6745934959349593,0.40122183481310225,0.5166666666666667,0.7012195121951219
14,0.4162641026702811,1.796557928163595,0.6969277260135985,0.267910993564192,0.5263157894736842,0.7416267942583732,0.7143300248138957,0.368928130055444,0.5192307692307693,0.7419354838709677,0.6635162601626016,0.3930169106560277,0.48333333333333334,0.7195121951219512
15,0.3860381595171779,1.7501833845555195,0.6922689498866784,0.265999841229009,0.47368421052631576,0.7511961722488039,0.7045078577336642,0.3650241655694809,0.5192307692307693,0.7258064516129032,0.6393292682926829,0.37867871555273436,0.5166666666666667,0.6585365853658537
16,0.346388918178222,1.8723044053287532,0.6814404432132963,0.25743906962041585,0.5,0.7511961722488039,0.6977874276261372,0.370169863218927,0.4807692307692308,0.7365591397849462,0.6382113821138212,0.3827938557830254,0.5,0.6951219512195121
17,0.3128301832274567,2.04884208988908,0.6854696549987409,0.26051552954452906,0.5,0.7703349282296651,0.7043010752688172,0.3690322594918817,0.4807692307692308,0.7688172043010753,0.6530487804878048,0.3899803758134056,0.45,0.7317073170731707
18,0.29474404722029146,2.0365767145821003,0.6665827247544699,0.2549498228336417,0.4473684210526316,0.7464114832535885,0.6780397022332507,0.35849806481589097,0.4807692307692308,0.6935483870967742,0.6205284552845528,0.3664998617444263,0.48333333333333334,0.6402439024390244
19,0.2646108467145499,2.3126590665802884,0.6805590531352304,0.26363626464564205,0.42105263157894735,0.784688995215311,0.6970636889991729,0.36957108342820466,0.5,0.7849462365591398,0.6359756097560976,0.3784485154176924,0.4166666666666667,0.7439024390243902
20,0.23746473511273863,2.427631579029501,0.6787962729790985,0.26204786235775135,0.42105263157894735,0.7751196172248804,0.6940653432588917,0.36704307441371403,0.46153846153846156,0.7849462365591398,0.6333333333333333,0.3780622119746657,0.4166666666666667,0.7378048780487805
21,0.21506932512908192,2.5194138899571636,0.6712415008813901,0.25248644868504155,0.42105263157894735,0.7799043062200957,0.6835194375516956,0.35269334340632763,0.46153846153846156,0.7580645161290323,0.6251016260162602,0.3682720618075142,0.4166666666666667,0.7439024390243902
22,0.1979291352963073,2.518340182247636,0.6575169982372199,0.24498353795863392,0.3684210526315789,0.8038277511961722,0.6816583953680727,0.37265638473189755,0.4423076923076923,0.7688172043010753,0.6164634146341463,0.36691793534269934,0.43333333333333335,0.7195121951219512
