epoch,train_loss,val_loss,val_auc_t+1,val_ap_t+1,val_sensitivity_t+1,val_specificity_t+1,val_auc_t+2,val_ap_t+2,val_sensitivity_t+2,val_specificity_t+2,val_auc_t+3,val_ap_t+3,val_sensitivity_t+3,val_specificity_t+3
1,1.1330162445504004,1.266194405861735,0.6646940317300428,0.25954969797188154,0.6052631578947368,0.6507177033492823,0.6792803970223324,0.34774035234001355,0.5769230769230769,0.6774193548387096,0.6694105691056911,0.38471284838638997,0.55,0.7439024390243902
2,1.0484357380896114,1.1973696287999873,0.6868546965499875,0.288127328597673,0.7368421052631579,0.569377990430622,0.6965467328370555,0.35276062045621587,0.75,0.5860215053763441,0.6998983739837398,0.39834745621346823,0.7166666666666667,0.6219512195121951
3,0.9999946104737866,1.1952189446672565,0.6961722488038278,0.29885076317395054,0.7368421052631579,0.5980861244019139,0.7039909015715468,0.3617637209047917,0.7115384615384616,0.6075268817204301,0.7082317073170732,0.4056695975607743,0.7166666666666667,0.6280487804878049
4,0.969240003798762,1.182527637574165,0.7049861495844876,0.3194980235418779,0.7368421052631579,0.583732057416268,0.7159842845326716,0.3773931921956386,0.7307692307692307,0.6021505376344086,0.7261178861788617,0.41872225729300744,0.7333333333333333,0.6097560975609756
5,0.9476287018721502,1.1733261885276467,0.7063711911357342,0.32763287055817825,0.7631578947368421,0.6076555023923444,0.7180521091811414,0.38630344463997457,0.7692307692307693,0.6129032258064516,0.7298780487804878,0.43476743154824704,0.7666666666666667,0.6402439024390244
6,0.9258074847951768,1.187193172060384,0.7105263157894737,0.33291630560043284,0.7368421052631579,0.6076555023923444,0.7241521918941274,0.39044004217576517,0.7307692307692307,0.6236559139784946,0.7332317073170732,0.439043881089875,0.75,0.6463414634146342
7,0.9004658534668013,1.1864765816498206,0.7120372702090154,0.33808375550682307,0.6842105263157895,0.631578947368421,0.7281844499586435,0.4165655735301968,0.6923076923076923,0.6612903225806451,0.7345528455284553,0.4495306507514554,0.7,0.6829268292682927
8,0.8706064700934768,1.1859130031719531,0.7086376227650466,0.3347824796787183,0.7368421052631579,0.5789473684210527,0.7269437551695617,0.4065763141367463,0.75,0.5698924731182796,0.7316056910569105,0.4491244762294288,0.8166666666666667,0.5853658536585366
9,0.8445408279496963,1.2255801884680777,0.7114077058675397,0.3330143437149953,0.6842105263157895,0.6507177033492823,0.7343879239040528,0.43015188117191455,0.7115384615384616,0.6774193548387096,0.7340447154471545,0.4707670611088619,0.6833333333333333,0.6829268292682927
10,0.8220738276329815,1.195421829798662,0.7086376227650466,0.3356468416317635,0.7105263157894737,0.5789473684210527,0.7335607940446651,0.42369684083848724,0.75,0.5752688172043011,0.7358739837398374,0.4765696530143282,0.7666666666666667,0.5792682926829268
