horizon,auc,ci_lo,ci_hi
t+1,0.7548491839699222,0.6822125202939417,0.8227516017718047
t+2,0.7110866372980911,0.6372425376758373,0.7800444730622946
t+3,0.725160090890312,0.6577392102991697,0.7952296616320946
t+4,0.6858198924731183,0.6117105263157895,0.7571694813414834
t+5,0.6622823984526112,0.5797719002775642,0.7376964379256156
