horizon,auc,ci_lo,ci_hi
t+1,0.7636503460651115,0.690485632983219,0.8237622604363598
t+2,0.733571953010279,0.6612375304265042,0.7982225039397631
t+3,0.7343524065275769,0.6673700091426855,0.8038773936723791
