epoch,train_loss,val_loss,val_auc_t+1,val_ap_t+1,val_sensitivity_t+1,val_specificity_t+1,val_auc_t+2,val_ap_t+2,val_sensitivity_t+2,val_specificity_t+2,val_auc_t+3,val_ap_t+3,val_sensitivity_t+3,val_specificity_t+3
1,1.1234718423623304,1.2596592401247604,0.6503399647443969,0.24105709636381228,0.5263157894736842,0.6889952153110048,0.6784532671629445,0.3351887303311568,0.5769230769230769,0.6827956989247311,0.673069105691057,0.37992448786919397,0.48333333333333334,0.75
2,1.0542595835905226,1.2282551884735253,0.6537396121883656,0.2433473203953119,0.631578947368421,0.6076555023923444,0.6904466501240694,0.3445654720781939,0.6923076923076923,0.6290322580645161,0.6869918699186992,0.394724965689367,0.6333333333333333,0.6646341463414634
3,1.0225253848766087,1.2151334861185723,0.660412994208008,0.2486131102128783,0.6842105263157895,0.5454545454545454,0.6990281224152192,0.35226532220686785,0.7884615384615384,0.5967741935483871,0.6982723577235772,0.41209686117369637,0.7333333333333333,0.6219512195121951
4,1.0008171897959215,1.201693116273463,0.6719969780911609,0.25931050263733396,0.6578947368421053,0.5933014354066986,0.7077129859387924,0.3633919678881962,0.7692307692307693,0.6344086021505376,0.7111788617886178,0.4263283727801044,0.7,0.6463414634146342
5,0.9824088047712277,1.1848780258081864,0.6811886174767061,0.2977590854248045,0.7105263157894737,0.5502392344497608,0.7166046319272126,0.37468184405665816,0.8076923076923077,0.6236559139784946,0.7214430894308943,0.4397382686823835,0.7166666666666667,0.6280487804878049
6,0.9625304437928147,1.1875089838659478,0.6883656509695291,0.3124077371150154,0.6842105263157895,0.6028708133971292,0.7209470636889991,0.37792817793767564,0.75,0.6505376344086021,0.7263211382113821,0.4487603854618664,0.7,0.6463414634146342
7,0.9454319165685238,1.1733320822416475,0.6939058171745153,0.31637479515114997,0.6842105263157895,0.5645933014354066,0.7242555831265508,0.3841914254436754,0.8076923076923077,0.6397849462365591,0.7285569105691057,0.45989133549939837,0.7333333333333333,0.6402439024390244
8,0.9303406890349801,1.1877936878056385,0.6915134726769077,0.3294729439267077,0.6842105263157895,0.6267942583732058,0.7276674937965261,0.393266141851463,0.7307692307692307,0.6666666666666666,0.7261178861788617,0.46857173927314844,0.6833333333333333,0.6829268292682927
9,0.9019222657977443,1.1674595773220062,0.7038529337698313,0.3292873604830283,0.6842105263157895,0.6267942583732058,0.7474152191894128,0.40910939742662855,0.75,0.6935483870967742,0.7324186991869919,0.47792290896732154,0.7166666666666667,0.6707317073170732
10,0.8748566012679438,1.1869027171131585,0.6975572903550743,0.3488230102981284,0.6052631578947368,0.6698564593301436,0.7497932175351529,0.423457066532977,0.6346153846153846,0.7311827956989247,0.7318089430894309,0.47495015748318703,0.6833333333333333,0.6951219512195121
11,0.8482263106693569,1.2275037364495658,0.6903802568622512,0.36371963021806764,0.6052631578947368,0.6842105263157895,0.7511373035566584,0.42640780462224587,0.5961538461538461,0.7688172043010753,0.7278455284552845,0.4745334427008002,0.55,0.7378048780487805
12,0.8196373296326188,1.23371202863322,0.688239738101234,0.3380701030847919,0.6052631578947368,0.6889952153110048,0.7509305210918114,0.4292222181914775,0.5961538461538461,0.7688172043010753,0.7177845528455283,0.47814230305557925,0.6333333333333333,0.7012195121951219
13,0.784401143308597,1.2063292711763018,0.6913875598086123,0.34872563956404473,0.5789473684210527,0.6507177033492823,0.7461745244003308,0.4296944712644062,0.6923076923076923,0.6881720430107527,0.7106707317073171,0.4657600549013338,0.7333333333333333,0.5853658536585366
14,0.7522598459807217,1.2765334305289098,0.6936539914379249,0.3670667095760848,0.5789473684210527,0.6794258373205742,0.7570306038047974,0.44130333001998706,0.5769230769230769,0.7795698924731183,0.7256097560975608,0.48373049511787086,0.5333333333333333,0.7621951219512195
