horizon,auc,ci_lo,ci_hi
t+1,0.7566435956592326,0.6765667444915908,0.8285108189617312
t+2,0.7187041116005874,0.6367731980920738,0.7889207726763718
t+3,0.7274323486882874,0.6506039770625355,0.802666847388647
t+4,0.6801075268817203,0.5936030431567972,0.7668552272073627
t+5,0.6291424887169568,0.5465351416742481,0.7170263971152611
