horizon,auc,ci_lo,ci_hi
t+1,0.7591215927539946,0.6728184935539302,0.8340010042823035
t+2,0.7142070484581498,0.6305467899969905,0.7898364030358358
t+3,0.7194794463953729,0.6392671071010666,0.7948600521863965
t+4,0.6706989247311829,0.584587709892197,0.7559426053461777
t+5,0.6366215344938748,0.5521560370278624,0.7233512250161187
