horizon,auc,ci_lo,ci_hi
t+1,0.8129914529914529,0.759853290117417,0.8627643758516921
t+2,0.7037420922834984,0.6381066006582424,0.769872923635649
t+3,0.7174817898022894,0.6545422686349106,0.7782525524701811
