horizon,auc,ci_lo,ci_hi
t+1,0.6816605616605617,0.601511063559769,0.7512043443489926
t+2,0.656849780192287,0.5763057055023715,0.7295570160781256
t+3,0.6169499364088333,0.5414188338134142,0.685690513383271
