horizon,auc,ci_lo,ci_hi
t+1,0.7540801503887892,0.6859014744987757,0.820798411131029
t+2,0.7444933920704846,0.6791285465365049,0.8074888591467153
t+3,0.7908489981408799,0.7263011067073395,0.8503064992467563
