horizon,auc,ci_lo,ci_hi
t+1,0.7586943518755874,0.6878785239474181,0.8254177146486518
t+2,0.7108113069016153,0.6337635212527983,0.7844185748120832
t+3,0.7300144598223508,0.6562231279284286,0.8075276202123992
