epoch,train_loss,val_loss,val_auc_t+1,val_ap_t+1,val_sensitivity_t+1,val_specificity_t+1,val_auc_t+2,val_ap_t+2,val_sensitivity_t+2,val_specificity_t+2,val_auc_t+3,val_ap_t+3,val_sensitivity_t+3,val_specificity_t+3
1,1.127574830228447,1.2407939180164311,0.6877360866280534,0.2714510034418062,0.6052631578947368,0.6985645933014354,0.7166046319272126,0.35538936587079484,0.6153846153846154,0.6989247311827957,0.7242886178861789,0.4276548628726955,0.45,0.7987804878048781
2,1.0293498784303665,1.1953320470448106,0.6912616469403173,0.27857246742904873,0.6842105263157895,0.6172248803827751,0.7221877584780811,0.3637294386576827,0.7307692307692307,0.6505376344086021,0.7152439024390244,0.4124019574569445,0.6166666666666667,0.7134146341463414
3,0.9813892004035768,1.1865992683113378,0.7005791991941577,0.294481533396556,0.7105263157894737,0.5598086124401914,0.7243589743589743,0.3709366033554658,0.75,0.5913978494623656,0.7146341463414635,0.4139173368232808,0.7166666666666667,0.6707317073170732
4,0.9512265390638031,1.1899104084719725,0.7051120624527827,0.31502367845697554,0.6578947368421053,0.6363636363636364,0.7312861869313482,0.3799033184409871,0.75,0.6774193548387096,0.7151422764227642,0.4139863071616194,0.6833333333333333,0.6890243902439024
5,0.9296459484849948,1.183233633069965,0.7080080584235708,0.3146528163364934,0.7105263157894737,0.6220095693779905,0.7257030603804797,0.36941565830403994,0.7884615384615384,0.6451612903225806,0.7116869918699187,0.4106230873749228,0.75,0.6646341463414634
6,0.9099697858750165,1.2061557699998444,0.7082598841601612,0.3165314998662053,0.6578947368421053,0.6555023923444976,0.7277708850289496,0.3654084142739257,0.7307692307692307,0.6774193548387096,0.7169715447154472,0.4063088159246782,0.6666666666666666,0.6829268292682927
7,0.8869638721912335,1.2010072618933088,0.7070007554772098,0.3139124357614382,0.6578947368421053,0.6220095693779905,0.7232216708023158,0.3631826204587819,0.7692307692307693,0.6559139784946236,0.7151422764227642,0.4042386853076242,0.7833333333333333,0.6524390243902439
8,0.864681381136361,1.2340508222748092,0.7057416267942584,0.3168962557070717,0.6578947368421053,0.6555023923444976,0.721774193548387,0.3573152442898767,0.6923076923076923,0.6666666666666666,0.7170731707317072,0.4062350234427432,0.6833333333333333,0.6890243902439024
9,0.8355604142259911,1.2518586626930532,0.6995718962477965,0.3042285830393957,0.6578947368421053,0.6555023923444976,0.7077129859387923,0.34909034087495744,0.7307692307692307,0.6612903225806451,0.6953252032520326,0.39437095925885074,0.7,0.6646341463414634
10,0.8069874175138526,1.2930888448262585,0.6921430370183833,0.30157580618241564,0.6578947368421053,0.6555023923444976,0.7017162944582299,0.34351869284525227,0.6923076923076923,0.6720430107526881,0.6997967479674796,0.39441759055927206,0.65,0.6585365853658537
