horizon,auc,ci_lo,ci_hi
t+1,0.742630094847475,0.6652785383575707,0.8128804452815608
t+2,0.7093428781204111,0.6324113224160892,0.7790679959879147
t+3,0.7050196240446188,0.6256545381310419,0.7810067042669665
