split,threshold_source,BATCH_SIZE,HIDDEN_SIZE,NUM_LAYERS,DROPOUT,LR,WEIGHT_DECAY,EPOCHS,PATIENCE,EVAL_THRESHOLD,HORIZON,LOOKBACK,MIN_HISTORY_VISITS,loss,auc_t+1,ap_t+1,threshold_t+1,f1_t+1,tp_t+1,tn_t+1,fp_t+1,fn_t+1,sensitivity_t+1,specificity_t+1,precision_t+1,recall_t+1,auc_t+2,ap_t+2,threshold_t+2,f1_t+2,tp_t+2,tn_t+2,fp_t+2,fn_t+2,sensitivity_t+2,specificity_t+2,precision_t+2,recall_t+2,auc_t+3,ap_t+3,threshold_t+3,f1_t+3,tp_t+3,tn_t+3,fp_t+3,fn_t+3,sensitivity_t+3,specificity_t+3,precision_t+3,recall_t+3,auc_t+4,ap_t+4,threshold_t+4,f1_t+4,tp_t+4,tn_t+4,fp_t+4,fn_t+4,sensitivity_t+4,specificity_t+4,precision_t+4,recall_t+4,auc_t+5,ap_t+5,threshold_t+5,f1_t+5,tp_t+5,tn_t+5,fp_t+5,fn_t+5,sensitivity_t+5,specificity_t+5,precision_t+5,recall_t+5,ci_lo_t+1,ci_hi_t+1,ci_lo_t+2,ci_hi_t+2,ci_lo_t+3,ci_hi_t+3,ci_lo_t+4,ci_hi_t+4,ci_lo_t+5,ci_hi_t+5
train,default_eval_threshold,16,64,1,0.1,0.001,0.0001,50,5,0.5,5,3,3,0.9266994322403012,0.7878223963434542,0.38434132916276553,0.5,0.4126315789473684,98,794,227,52,0.6533333333333333,0.7776689520078355,0.30153846153846153,0.6533333333333333,0.7999634502923977,0.4941468115469532,0.5,0.49034749034749037,127,701,211,53,0.7055555555555556,0.768640350877193,0.3757396449704142,0.7055555555555556,0.7879684031857945,0.5016812301863236,0.5,0.5142857142857142,126,649,179,59,0.6810810810810811,0.783816425120773,0.4131147540983607,0.6810810810810811,0.7660043856734667,0.5355260678944275,0.5,0.5145067698259188,133,563,182,69,0.6584158415841584,0.7557046979865771,0.4222222222222222,0.6584158415841584,0.7576295749033871,0.5518406752403913,0.5,0.5322896281800391,136,501,163,76,0.6415094339622641,0.7545180722891566,0.45484949832775917,0.6415094339622641,,,,,,,,,,
val,default_eval_threshold,16,64,1,0.1,0.001,0.0001,50,5,0.5,5,3,3,1.1451087870537588,0.7022160664819944,0.2736310655351966,0.5,0.38620689655172413,28,130,79,10,0.7368421052631579,0.6220095693779905,0.2616822429906542,0.7368421052631579,0.7283912324234905,0.37314145864062603,0.5,0.4936708860759494,39,119,67,13,0.75,0.6397849462365591,0.36792452830188677,0.75,0.7205284552845529,0.4229123814050679,0.5,0.5217391304347826,42,105,59,18,0.7,0.6402439024390244,0.4158415841584158,0.7,0.7030350022153301,0.4307519620809357,0.5,0.5341614906832298,43,91,57,18,0.7049180327868853,0.6148648648648649,0.43,0.7049180327868853,0.6775926180966809,0.42029129319975156,0.5,0.5174825174825175,37,84,53,16,0.6981132075471698,0.6131386861313869,0.4111111111111111,0.6981132075471698,,,,,,,,,,
test,best_thresholds_from_val_youden_j,16,64,1,0.1,0.001,0.0001,50,5,0.5,5,3,3,1.0335943318727447,0.7605742117405794,0.4481631581495381,0.5200000000000001,0.39751552795031053,32,167,82,15,0.6808510638297872,0.6706827309236948,0.2807017543859649,0.6808510638297872,0.7425660792951543,0.4196800763915593,0.56,0.3815789473684211,29,152,75,19,0.6041666666666666,0.6696035242290749,0.27884615384615385,0.6041666666666666,0.7387936376781657,0.38423918147091246,0.6000000000000001,0.4251968503937008,27,153,53,20,0.574468085106383,0.7427184466019418,0.3375,0.574468085106383,0.7116935483870968,0.3884572258633304,0.4,0.425531914893617,40,86,100,8,0.8333333333333334,0.46236559139784944,0.2857142857142857,0.8333333333333334,0.6492585428755642,0.3664203946932927,0.4600000000000001,0.38461538461538464,30,86,79,17,0.6382978723404256,0.5212121212121212,0.27522935779816515,0.6382978723404256,0.6852666968368902,0.8277289854348252,0.6701811091564307,0.8076882904781799,0.664176705655297,0.8113908450704225,0.6291319006352462,0.7896959390309746,0.5672794580294581,0.7335970872804183
