horizon,auc,ci_lo,ci_hi
t+1,0.7605742117405794,0.6852666968368902,0.8277289854348252
t+2,0.7425660792951543,0.6701811091564307,0.8076882904781799
t+3,0.7387936376781657,0.664176705655297,0.8113908450704225
t+4,0.7116935483870968,0.6291319006352462,0.7896959390309746
t+5,0.6492585428755642,0.5672794580294581,0.7335970872804183
