horizon,auc,ci_lo,ci_hi
t+1,0.7718533709305306,0.6976091269841269,0.8388463045279086
t+2,0.7570668135095447,0.6847565189471967,0.824691498995495
t+3,0.785374922536666,0.7153893749280534,0.8444581362592013
