horizon,auc,ci_lo,ci_hi
t+1,0.760317867213535,0.6950591294535919,0.824343737494998
t+2,0.7474302496328928,0.6810936772401888,0.8082040360196941
t+3,0.7844453625284032,0.7186515891251789,0.8453059885926202
