horizon,auc,ci_lo,ci_hi
t+1,0.7469879518072289,0.6661874962220017,0.8189146278590176
t+2,0.7288913362701909,0.6479771061408935,0.7989398947037175
t+3,0.6983061350960545,0.6193271993810787,0.7738356935772082
