split,threshold_source,BATCH_SIZE,HIDDEN_SIZE,NUM_LAYERS,DROPOUT,LR,WEIGHT_DECAY,EPOCHS,PATIENCE,EVAL_THRESHOLD,HORIZON,LOOKBACK,MIN_HISTORY_VISITS,loss,auc_t+1,ap_t+1,threshold_t+1,f1_t+1,tp_t+1,tn_t+1,fp_t+1,fn_t+1,sensitivity_t+1,specificity_t+1,precision_t+1,recall_t+1,auc_t+2,ap_t+2,threshold_t+2,f1_t+2,tp_t+2,tn_t+2,fp_t+2,fn_t+2,sensitivity_t+2,specificity_t+2,precision_t+2,recall_t+2,auc_t+3,ap_t+3,threshold_t+3,f1_t+3,tp_t+3,tn_t+3,fp_t+3,fn_t+3,sensitivity_t+3,specificity_t+3,precision_t+3,recall_t+3,ci_lo_t+1,ci_hi_t+1,ci_lo_t+2,ci_hi_t+2,ci_lo_t+3,ci_hi_t+3
train,default_eval_threshold,16,64,1,0.1,0.001,0.0001,55,5,0.5,3,3,3,1.0244216294941715,0.8224051067462121,0.26608890828283704,0.5,0.2512820512820513,147,1642,850,26,0.8497109826589595,0.658908507223114,0.14744232698094284,0.8497109826589595,0.773222403293593,0.2787404650396213,0.5,0.3074648928307465,208,1520,883,54,0.7938931297709924,0.6325426550145651,0.19065077910174152,0.7938931297709924,0.7451045785887845,0.27403187379256694,0.5,0.3212079615648593,234,1442,921,68,0.7748344370860927,0.6102412187896742,0.2025974025974026,0.7748344370860927,,,,,,
val,default_eval_threshold,16,64,1,0.1,0.001,0.0001,55,5,0.5,3,3,3,1.1123153364556468,0.7525555954088953,0.22230460148182676,0.5,0.23788546255506607,27,385,159,14,0.6585365853658537,0.7077205882352942,0.14516129032258066,0.6585365853658537,0.7214990010955726,0.25405579310970694,0.5,0.2706766917293233,36,355,171,23,0.6101694915254238,0.6749049429657795,0.17391304347826086,0.6101694915254238,0.727357245681382,0.24018268751671212,0.5,0.3176895306859206,44,352,169,20,0.6875,0.6756238003838771,0.20657276995305165,0.6875,,,,,,
test,best_thresholds_from_val_youden_j,16,64,1,0.1,0.001,0.0001,55,5,0.5,3,3,3,1.0496353414750867,0.7548229548229548,0.16722705293138254,0.28,0.16230366492146597,31,269,316,4,0.8857142857142857,0.4598290598290598,0.0893371757925072,0.8857142857142857,0.6777225776475214,0.1499067437537884,0.44000000000000006,0.2006079027355623,33,324,247,16,0.673469387755102,0.5674255691768827,0.11785714285714285,0.673469387755102,0.6799051913516013,0.19456580213021246,0.4800000000000001,0.25,41,333,225,21,0.6612903225806451,0.5967741935483871,0.15413533834586465,0.6612903225806451,0.6774945259353741,0.8245288605110929,0.6033657283773581,0.7471258017632308,0.6102309034627423,0.7430160226353139
