horizon,auc,ci_lo,ci_hi
t+1,0.7548229548229548,0.6774945259353741,0.8245288605110929
t+2,0.6777225776475214,0.6033657283773581,0.7471258017632308
t+3,0.6799051913516013,0.6102309034627423,0.7430160226353139
