horizon,auc,ci_lo,ci_hi
t+1,0.7769802614714175,0.7054133460790021,0.8414164806547618
t+2,0.7719346549192364,0.7039579106404679,0.8321875437701853
t+3,0.7789712869241893,0.7081691873956764,0.8433139943255971
