horizon,auc,ci_lo,ci_hi
t+1,0.81025824964132,0.7448686035389765,0.866171335293996
t+2,0.7672930827668932,0.6933250173250174,0.830217716032198
t+3,0.7727617027723073,0.6976845821865985,0.8443851066270797
t+4,0.7542081758845758,0.6716645664021338,0.8282394265161144
t+5,0.6855691056910569,0.586101301472667,0.7647912593868306
