horizon,auc,ci_lo,ci_hi
t+1,0.7701444074169016,0.6993016426175811,0.8354746669660231
t+2,0.7555983847283407,0.6865435845921851,0.8206362115318824
t+3,0.7833092336294154,0.7158844948235704,0.8433289952895667
t+4,0.7461917562724014,0.6719748996403591,0.8110738629786248
t+5,0.6949065119277885,0.6198292598310863,0.7682768292775228
