horizon,auc,ci_lo,ci_hi
t+1,0.7618559343758011,0.6908325069131842,0.8244858430540827
t+2,0.7154919236417033,0.6440327470732761,0.7846999673185336
t+3,0.7330097087378641,0.6694384639873705,0.7994525109391459
