horizon,auc,ci_lo,ci_hi
t+1,0.7557036657267368,0.6834082077953133,0.8212497401697558
t+2,0.7377936857562407,0.6639344438223218,0.8044491487880514
t+3,0.7385870687874406,0.6653871988116691,0.8107551120677553
t+4,0.707997311827957,0.6214110085820611,0.7876805163561135
t+5,0.6353320438426822,0.5540076859763057,0.7228739937388193
