epoch,train_loss,val_loss,val_auc_t+1,val_ap_t+1,val_sensitivity_t+1,val_specificity_t+1,val_auc_t+2,val_ap_t+2,val_sensitivity_t+2,val_specificity_t+2,val_auc_t+3,val_ap_t+3,val_sensitivity_t+3,val_specificity_t+3,val_auc_t+4,val_ap_t+4,val_sensitivity_t+4,val_specificity_t+4,val_auc_t+5,val_ap_t+5,val_sensitivity_t+5,val_specificity_t+5
1,1.106483401866912,1.2223357138112994,0.6623016872324352,0.2385092250966613,0.6052631578947368,0.6842105263157895,0.6780397022332507,0.33280818878777835,0.38461538461538464,0.7956989247311828,0.6891260162601626,0.4171467367593954,0.48333333333333334,0.7560975609756098,0.6628267611874169,0.40417074841834594,0.5081967213114754,0.7364864864864865,0.6358628288114585,0.39572912997906706,0.4339622641509434,0.7737226277372263
2,1.0424533918409353,1.1931192411197222,0.6619239486275499,0.23975276393962958,0.6842105263157895,0.6172248803827751,0.6820719602977667,0.33361771358491915,0.5961538461538461,0.6827956989247311,0.6911585365853659,0.40411177714296714,0.6166666666666667,0.6890243902439024,0.6674789543642003,0.4158018564505447,0.5901639344262295,0.6621621621621622,0.6339347197355736,0.4005069432292953,0.5849056603773585,0.7007299270072993
3,1.0157149969818406,1.17884309536068,0.6599093427348276,0.24399448241459037,0.7368421052631579,0.5598086124401914,0.683622828784119,0.3363614866961355,0.7307692307692307,0.6129032258064516,0.7008130081300813,0.4127006293022991,0.7166666666666667,0.6158536585365854,0.6726849800620291,0.42974733795365344,0.7704918032786885,0.5337837837837838,0.6329706651976311,0.40133357939188785,0.7169811320754716,0.583941605839416
4,1.0006328302637038,1.1951549586836612,0.6631830773105012,0.25224930759926223,0.6842105263157895,0.631578947368421,0.6872415219189413,0.3391123629784624,0.6730769230769231,0.6720430107526881,0.7049796747967481,0.41727681448675447,0.6333333333333333,0.6951219512195121,0.6785556047851129,0.4404837406711864,0.5737704918032787,0.6891891891891891,0.6383418261947391,0.4056525192540778,0.5849056603773585,0.7153284671532847
5,0.9893483674439713,1.1764040435479437,0.6664568118861749,0.3014914934443663,0.7105263157894737,0.6124401913875598,0.6891025641025641,0.34157888517093754,0.75,0.6612903225806451,0.7104674796747967,0.42428854030420005,0.6666666666666666,0.6707317073170732,0.6833185644661055,0.45298065429451173,0.639344262295082,0.6486486486486487,0.6488087040352568,0.4108426027041223,0.6415094339622641,0.6131386861313869
6,0.9775374141551159,1.1941276735454691,0.6685973306471921,0.2916166415527963,0.6052631578947368,0.6507177033492823,0.6900330851943756,0.3420134519622138,0.6538461538461539,0.6774193548387096,0.7153455284552845,0.4278341515485769,0.6333333333333333,0.6890243902439024,0.6876384581302614,0.4549163568706857,0.5737704918032787,0.6959459459459459,0.6496350364963503,0.40996184674603203,0.5471698113207547,0.7153284671532847
7,0.9684672489613265,1.178803365045506,0.6706119365399144,0.29216912240028653,0.6052631578947368,0.645933014354067,0.6932382133995036,0.3454731463182171,0.7115384615384616,0.6720430107526881,0.7191056910569106,0.4385210823028634,0.6666666666666666,0.6829268292682927,0.6895214887018165,0.45622210563790455,0.5737704918032787,0.6824324324324325,0.6541798650323646,0.41313491075234576,0.5471698113207547,0.6861313868613139
8,0.9503226798056247,1.169248644141514,0.6717451523545706,0.29937033128159024,0.631578947368421,0.6507177033492823,0.6997518610421837,0.35488303463266413,0.7115384615384616,0.6827956989247311,0.7226626016260163,0.4488905476765336,0.65,0.6829268292682927,0.6927337173238812,0.4669743475495253,0.6065573770491803,0.6418918918918919,0.6650599091034292,0.4264221739348758,0.6037735849056604,0.6423357664233577
9,0.9375806541787944,1.158928106838185,0.6753966255351296,0.33035786055820565,0.631578947368421,0.6028708133971292,0.7044044665012407,0.36320260984553676,0.7307692307692307,0.6612903225806451,0.7228658536585366,0.46158852805350975,0.6833333333333333,0.6585365853658537,0.6925121843154629,0.46906989216392025,0.6885245901639344,0.581081081081081,0.6661616857182207,0.4326328563370307,0.660377358490566,0.5693430656934306
10,0.9214803812947547,1.1567010102181658,0.6753966255351297,0.34780619096473414,0.6052631578947368,0.6124401913875598,0.7085401157981803,0.37630660228639284,0.7115384615384616,0.6666666666666666,0.7287601626016259,0.47582278430115044,0.6833333333333333,0.6646341463414634,0.698604342046965,0.4930756577976258,0.7049180327868853,0.581081081081081,0.6667125740256162,0.43216964536253516,0.660377358490566,0.5912408759124088
11,0.9065457541093005,1.164086749030795,0.6746411483253588,0.34328938499941586,0.6052631578947368,0.631578947368421,0.7117452440033085,0.3802142158256586,0.6923076923076923,0.6774193548387096,0.7266260162601627,0.4775705375272662,0.6666666666666666,0.6829268292682927,0.6961674789543641,0.4863459578395446,0.639344262295082,0.6283783783783784,0.6629940779506955,0.4303895872388837,0.6415094339622641,0.6058394160583942
12,0.8908810812916375,1.2020491524616304,0.6736338453789977,0.33235594237546684,0.5789473684210527,0.6650717703349283,0.7137096774193549,0.3808219243577689,0.6346153846153846,0.7150537634408602,0.7205284552845529,0.4676021154424762,0.6,0.7378048780487805,0.6896322552060257,0.48240327658453264,0.5901639344262295,0.7027027027027027,0.6492218702658037,0.42920798768073265,0.5660377358490566,0.6861313868613139
13,0.8739147393416835,1.1899115328646739,0.6735079325107026,0.3415535989869777,0.631578947368421,0.645933014354067,0.721774193548387,0.39963962479798576,0.6346153846153846,0.7150537634408602,0.724390243902439,0.47670203979895837,0.6,0.7378048780487805,0.6908506867523261,0.48298487264466816,0.5901639344262295,0.6486486486486487,0.650323646880595,0.42410505598591125,0.5849056603773585,0.6788321167883211
